Source_ID,Target_ID
688,874
620,875
201,876
308,877
433,878
816,879
348,880
653,881
587,882
106,883
487,884
417,885
280,886
27,887
448,888
135,889
716,890
306,891
454,892
301,893
257,894
184,895
485,896
499,897
41,898
219,899
727,900
325,901
416,902
179,903
12,904
274,905
326,906
893,907
617,908
133,909
6,910
779,911
545,912
338,913
78,914
664,915
204,916
872,917
391,918
735,919
180,920
641,921
453,922
158,923
816,924
7,925
675,926
754,927
483,928
271,929
285,930
135,931
362,932
571,933
567,934
905,935
420,936
656,937
894,938
855,939
908,940
825,941
432,942
925,943
818,944
231,945
253,946
472,947
116,948
936,949
3,950
32,951
518,952
191,953
591,954
699,955
939,956
168,957
535,958
953,959
649,960
20,961
134,962
380,963
758,964
428,965
750,966
449,967
213,968
902,969
422,970
430,971
917,972
669,973
380,974
185,975
536,976
481,977
133,978
796,979
187,980
554,981
422,982
590,983
261,984
500,985
720,986
408,987
340,988
625,989
328,990
852,991
564,992
736,993
478,994
643,995
735,996
803,997
383,998
876,999
872,1000
644,1001
524,1002
112,1003
807,1004
126,1005
669,1006
359,1007
498,1008
825,1009
634,1010
898,1011
479,1012
809,1013
172,1014
280,1015
536,1016
168,1017
452,1018
163,1019
515,1020
66,1021
805,1022
122,1023
488,1024
433,1025
296,1026
807,1027
965,1028
767,1029
104,1030
98,1031
335,1032
12,1033
648,1034
937,1035
282,1036
997,1037
78,1038
563,1039
945,1040
791,1041
25,1042
598,1043
49,1044
19,1045
501,1046
32,1047
807,1048
483,1049
861,1050
299,1051
492,1052
324,1053
940,1054
570,1055
836,1056
608,1057
421,1058
467,1059
670,1060
384,1061
903,1062
442,1063
416,1064
906,1065
614,1066
749,1067
1,1068
218,1069
869,1070
44,1071
213,1072
1004,1073
558,1074
408,1075
828,1076
339,1077
168,1078
996,1079
912,1080
181,1081
1008,1082
25,1083
586,1084
835,1085
342,1086
1036,1087
850,1088
427,1089
683,1090
353,1091
526,1092
796,1093
149,1094
65,1095
141,1096
249,1097
53,1098
950,1099
791,1100
911,1101
173,1102
452,1103
496,1104
584,1105
920,1106
1096,1107
655,1108
718,1109
696,1110
654,1111
525,1112
74,1113
423,1114
347,1115
833,1116
1112,1117
522,1118
961,1119
70,1120
1116,1121
382,1122
406,1123
902,1124
345,1125
988,1126
257,1127
643,1128
141,1129
848,1130
1064,1131
947,1132
587,1133
744,1134
598,1135
228,1136
914,1137
826,1138
4,1139
677,1140
593,1141
347,1142
985,1143
904,1144
303,1145
371,1146
531,1147
791,1148
1061,1149
972,1150
752,1151
580,1152
319,1153
309,1154
116,1155
731,1156
885,1157
1130,1158
567,1159
44,1160
1137,1161
38,1162
671,1163
625,1164
394,1165
846,1166
187,1167
954,1168
407,1169
617,1170
1125,1171
219,1172
909,1173
265,1174
494,1175
384,1176
15,1177
381,1178
1077,1179
8,1180
517,1181
771,1182
393,1183
685,1184
896,1185
1016,1186
132,1187
900,1188
521,1189
315,1190
798,1191
376,1192
462,1193
498,1194
919,1195
1027,1196
717,1197
670,1198
952,1199
897,1200
248,1201
462,1202
1114,1203
166,1204
213,1205
328,1206
1179,1207
322,1208
114,1209
1062,1210
472,1211
582,1212
584,1213
700,1214
887,1215
398,1216
1014,1217
1162,1218
311,1219
808,1220
510,1221
562,1222
219,1223
126,1224
109,1225
725,1226
478,1227
117,1228
273,1229
776,1230
613,1231
906,1232
729,1233
900,1234
1004,1235
1133,1236
667,1237
797,1238
440,1239
311,1240
235,1241
774,1242
748,1243
648,1244
706,1245
945,1246
749,1247
796,1248
942,1249
1115,1250
624,1251
732,1252
1172,1253
383,1254
625,1255
329,1256
832,1257
267,1258
590,1259
1234,1260
939,1261
551,1262
540,1263
383,1264
838,1265
38,1266
876,1267
643,1268
875,1269
649,1270
790,1271
210,1272
69,1273
1030,1274
1151,1275
782,1276
516,1277
493,1278
537,1279
231,1280
839,1281
894,1282
157,1283
1046,1284
819,1285
977,1286
612,1287
20,1288
276,1289
770,1290
551,1291
161,1292
837,1293
973,1294
450,1295
184,1296
98,1297
46,1298
50,1299
280,1300
1045,1301
485,1302
826,1303
1293,1304
832,1305
680,1306
707,1307
820,1308
689,1309
1049,1310
1040,1311
224,1312
187,1313
1009,1314
584,1315
69,1316
380,1317
769,1318
530,1319
344,1320
789,1321
253,1322
220,1323
295,1324
646,1325
34,1326
549,1327
151,1328
1188,1329
1325,1330
959,1331
1169,1332
464,1333
1056,1334
142,1335
738,1336
698,1337
765,1338
789,1339
427,1340
1213,1341
810,1342
154,1343
453,1344
675,1345
112,1346
234,1347
218,1348
353,1349
1243,1350
784,1351
1176,1352
923,1353
543,1354
1216,1355
1107,1356
1008,1357
761,1358
1069,1359
133,1360
1292,1361
77,1362
532,1363
241,1364
1271,1365
1204,1366
443,1367
639,1368
716,1369
1076,1370
58,1371
728,1372
358,1373
1036,1374
992,1375
549,1376
308,1377
252,1378
3,1379
587,1380
685,1381
134,1382
592,1383
1114,1384
770,1385
880,1386
1143,1387
1052,1388
229,1389
667,1390
1008,1391
160,1392
105,1393
929,1394
171,1395
112,1396
1087,1397
626,1398
459,1399
839,1400
513,1401
261,1402
434,1403
1064,1404
1050,1405
1269,1406
98,1407
42,1408
793,1409
1364,1410
413,1411
1256,1412
685,1413
534,1414
1208,1415
481,1416
1024,1417
11,1418
1160,1419
321,1420
1278,1421
843,1422
218,1423
1085,1424
453,1425
244,1426
1318,1427
1003,1428
1266,1429
81,1430
967,1431
127,1432
950,1433
390,1434
1122,1435
307,1436
1107,1437
277,1438
509,1439
48,1440
237,1441
1065,1442
201,1443
452,1444
723,1445
563,1446
998,1447
802,1448
1114,1449
586,1450
486,1451
28,1452
64,1453
816,1454
811,1455
263,1456
205,1457
319,1458
1085,1459
308,1460
444,1461
1364,1462
779,1463
635,1464
985,1465
668,1466
1395,1467
1181,1468
1109,1469
426,1470
523,1471
422,1472
1447,1473
1162,1474
840,1475
992,1476
178,1477
465,1478
1024,1479
119,1480
524,1481
802,1482
566,1483
540,1484
513,1485
967,1486
727,1487
336,1488
608,1489
1119,1490
1057,1491
1037,1492
275,1493
1060,1494
135,1495
704,1496
1095,1497
781,1498
932,1499
1273,1500
375,1501
911,1502
1080,1503
753,1504
1282,1505
1490,1506
708,1507
1178,1508
622,1509
536,1510
628,1511
322,1512
550,1513
47,1514
807,1515
1440,1516
42,1517
1482,1518
1133,1519
1466,1520
911,1521
231,1522
1114,1523
954,1524
1278,1525
1050,1526
365,1527
427,1528
575,1529
448,1530
209,1531
623,1532
1011,1533
378,1534
792,1535
959,1536
327,1537
1018,1538
276,1539
552,1540
1257,1541
1489,1542
173,1543
564,1544
636,1545
1029,1546
429,1547
1498,1548
345,1549
440,1550
975,1551
959,1552
1322,1553
244,1554
1403,1555
447,1556
1220,1557
1229,1558
1029,1559
606,1560
1129,1561
407,1562
305,1563
813,1564
1455,1565
1436,1566
126,1567
133,1568
246,1569
1337,1570
179,1571
1218,1572
1420,1573
133,1574
890,1575
513,1576
589,1577
1275,1578
1457,1579
1197,1580
560,1581
1439,1582
621,1583
800,1584
346,1585
29,1586
1309,1587
1315,1588
1258,1589
25,1590
519,1591
1491,1592
890,1593
1035,1594
938,1595
749,1596
1587,1597
344,1598
364,1599
1483,1600
97,1601
1018,1602
723,1603
17,1604
1052,1605
600,1606
1353,1607
945,1608
227,1609
485,1610
715,1611
462,1612
852,1613
1093,1614
938,1615
23,1616
1257,1617
1111,1618
885,1619
1188,1620
245,1621
250,1622
1471,1623
1524,1624
1029,1625
1431,1626
852,1627
1132,1628
541,1629
943,1630
1016,1631
1298,1632
1104,1633
409,1634
791,1635
495,1636
1448,1637
273,1638
1123,1639
325,1640
1535,1641
1127,1642
1254,1643
952,1644
1128,1645
971,1646
1365,1647
588,1648
1636,1649
434,1650
150,1651
452,1652
392,1653
876,1654
731,1655
1140,1656
1278,1657
1288,1658
506,1659
1386,1660
329,1661
1119,1662
1654,1663
1341,1664
112,1665
747,1666
183,1667
352,1668
392,1669
683,1670
893,1671
1069,1672
56,1673
7,1674
1409,1675
915,1676
1068,1677
827,1678
601,1679
1276,1680
1102,1681
461,1682
428,1683
824,1684
62,1685
731,1686
1326,1687
431,1688
194,1689
237,1690
608,1691
624,1692
51,1693
377,1694
664,1695
812,1696
640,1697
1255,1698
1552,1699
1446,1700
1606,1701
1648,1702
1304,1703
412,1704
213,1705
1575,1706
1391,1707
1469,1708
1401,1709
744,1710
1226,1711
1382,1712
463,1713
971,1714
472,1715
475,1716
1631,1717
1699,1718
805,1719
1169,1720
917,1721
1104,1722
1057,1723
943,1724
442,1725
1134,1726
370,1727
525,1728
1000,1729
905,1730
524,1731
1399,1732
121,1733
899,1734
1120,1735
46,1736
594,1737
814,1738
383,1739
418,1740
1416,1741
745,1742
1218,1743
304,1744
1050,1745
940,1746
808,1747
449,1748
1481,1749
1118,1750
262,1751
613,1752
985,1753
1741,1754
65,1755
340,1756
1490,1757
1151,1758
1446,1759
1663,1760
281,1761
1328,1762
1691,1763
1005,1764
1491,1765
881,1766
188,1767
345,1768
1103,1769
1245,1770
287,1771
1237,1772
0,1773
1667,1774
958,1775
325,1776
1411,1777
568,1778
1746,1779
350,1780
660,1781
598,1782
650,1783
965,1784
110,1785
503,1786
1705,1787
1399,1788
1571,1789
523,1790
737,1791
1292,1792
376,1793
552,1794
765,1795
1251,1796
1168,1797
564,1798
1761,1799
1152,1800
1634,1801
1145,1802
171,1803
89,1804
1166,1805
1258,1806
1424,1807
1710,1808
1049,1809
1746,1810
1261,1811
1189,1812
1468,1813
326,1814
396,1815
539,1816
1185,1817
337,1818
1725,1819
697,1820
200,1821
537,1822
530,1823
1126,1824
908,1825
452,1826
952,1827
952,1828
593,1829
734,1830
1494,1831
1630,1832
1717,1833
1669,1834
856,1835
1615,1836
1419,1837
1029,1838
419,1839
161,1840
1051,1841
57,1842
1092,1843
858,1844
1720,1845
648,1846
946,1847
284,1848
452,1849
1205,1850
650,1851
1124,1852
58,1853
223,1854
1168,1855
789,1856
552,1857
735,1858
994,1859
238,1860
174,1861
1148,1862
1405,1863
1189,1864
802,1865
1621,1866
867,1867
1343,1868
896,1869
1030,1870
44,1871
304,1872
454,1873
1793,1874
1165,1875
106,1876
33,1877
184,1878
364,1879
481,1880
591,1881
385,1882
1159,1883
1326,1884
1746,1885
1670,1886
1205,1887
109,1888
874,1889
1406,1890
946,1891
624,1892
653,1893
310,1894
655,1895
1314,1896
1206,1897
791,1898
173,1899
1671,1900
582,1901
494,1902
198,1903
1758,1904
1588,1905
1785,1906
707,1907
664,1908
648,1909
489,1910
1060,1911
1193,1912
358,1913
1455,1914
1511,1915
1329,1916
1634,1917
172,1918
661,1919
637,1920
749,1921
1202,1922
1623,1923
813,1924
1641,1925
16,1926
700,1927
740,1928
345,1929
1596,1930
293,1931
488,1932
628,1933
185,1934
1299,1935
1220,1936
1310,1937
1234,1938
1720,1939
209,1940
826,1941
46,1942
228,1943
1841,1944
1679,1945
218,1946
1255,1947
46,1948
512,1949
1157,1950
1291,1951
626,1952
1297,1953
1750,1954
533,1955
1121,1956
1745,1957
814,1958
575,1959
1860,1960
590,1961
1556,1962
723,1963
1387,1964
395,1965
1426,1966
1523,1967
143,1968
184,1969
650,1970
1246,1971
419,1972
309,1973
1845,1974
1289,1975
677,1976
618,1977
1687,1978
1061,1979
1157,1980
1026,1981
963,1982
1096,1983
544,1984
451,1985
1696,1986
1676,1987
415,1988
1132,1989
1899,1990
1845,1991
607,1992
986,1993
752,1994
1747,1995
613,1996
534,1997
1868,1998
785,1999
636,2000
1233,2001
1017,2002
600,2003
396,2004
1564,2005
1045,2006
1534,2007
591,2008
578,2009
243,2010
361,2011
837,2012
1136,2013
1162,2014
896,2015
417,2016
1015,2017
1748,2018
460,2019
1003,2020
1520,2021
961,2022
1131,2023
192,2024
774,2025
232,2026
63,2027
666,2028
460,2029
99,2030
1698,2031
1810,2032
1299,2033
1456,2034
508,2035
1881,2036
1725,2037
824,2038
1553,2039
645,2040
873,2041
106,2042
680,2043
1420,2044
957,2045
1250,2046
175,2047
855,2048
121,2049
124,2050
1673,2051
54,2052
1294,2053
1489,2054
1071,2055
907,2056
830,2057
623,2058
780,2059
1217,2060
1595,2061
1691,2062
1825,2063
666,2064
847,2065
85,2066
1092,2067
1803,2068
1260,2069
1387,2070
805,2071
41,2072
734,2073
996,2074
1222,2075
1777,2076
999,2077
2033,2078
637,2079
752,2080
1570,2081
1942,2082
959,2083
1348,2084
503,2085
452,2086
741,2087
988,2088
70,2089
202,2090
1885,2091
934,2092
578,2093
38,2094
1692,2095
1868,2096
857,2097
1553,2098
732,2099
1251,2100
499,2101
260,2102
318,2103
342,2104
1392,2105
58,2106
817,2107
603,2108
912,2109
185,2110
1901,2111
199,2112
2014,2113
176,2114
2047,2115
131,2116
740,2117
1698,2118
1875,2119
2067,2120
406,2121
365,2122
1850,2123
627,2124
941,2125
1042,2126
1393,2127
38,2128
469,2129
361,2130
1273,2131
2119,2132
1017,2133
1938,2134
371,2135
1966,2136
1334,2137
491,2138
542,2139
170,2140
641,2141
739,2142
1409,2143
177,2144
173,2145
1945,2146
178,2147
1756,2148
2130,2149
1630,2150
2062,2151
2124,2152
888,2153
1176,2154
186,2155
23,2156
25,2157
435,2158
216,2159
2116,2160
1061,2161
836,2162
1343,2163
544,2164
706,2165
774,2166
114,2167
1621,2168
2164,2169
1833,2170
1098,2171
1119,2172
554,2173
1204,2174
642,2175
270,2176
1203,2177
1693,2178
908,2179
510,2180
955,2181
80,2182
1291,2183
1732,2184
593,2185
311,2186
1833,2187
1463,2188
1240,2189
717,2190
1682,2191
2166,2192
1624,2193
987,2194
556,2195
794,2196
477,2197
1647,2198
344,2199
564,2200
556,2201
1431,2202
816,2203
170,2204
862,2205
1764,2206
682,2207
870,2208
323,2209
754,2210
1306,2211
1563,2212
1018,2213
1531,2214
2197,2215
1122,2216
1722,2217
1539,2218
1940,2219
867,2220
2109,2221
1952,2222
1004,2223
1068,2224
1247,2225
5,2226
2112,2227
638,2228
1842,2229
1972,2230
736,2231
1625,2232
1477,2233
174,2234
569,2235
424,2236
1965,2237
2185,2238
306,2239
1163,2240
1584,2241
1415,2242
71,2243
1149,2244
759,2245
1850,2246
1909,2247
73,2248
292,2249
280,2250
890,2251
705,2252
1997,2253
67,2254
934,2255
766,2256
1005,2257
1198,2258
1774,2259
1934,2260
743,2261
504,2262
149,2263
1904,2264
684,2265
2178,2266
2061,2267
1655,2268
687,2269
1374,2270
1678,2271
1924,2272
612,2273
437,2274
2143,2275
1357,2276
1165,2277
305,2278
70,2279
2188,2280
1994,2281
881,2282
1527,2283
1744,2284
1856,2285
2062,2286
771,2287
576,2288
1113,2289
2128,2290
337,2291
1707,2292
1487,2293
1724,2294
1106,2295
1946,2296
5,2297
1719,2298
1573,2299
1732,2300
311,2301
1723,2302
220,2303
1423,2304
934,2305
748,2306
1079,2307
595,2308
1816,2309
1911,2310
2271,2311
1910,2312
2244,2313
143,2314
2279,2315
345,2316
137,2317
1275,2318
2092,2319
2134,2320
935,2321
425,2322
1418,2323
1162,2324
792,2325
793,2326
360,2327
757,2328
43,2329
844,2330
1553,2331
1843,2332
1121,2333
988,2334
647,2335
2058,2336
835,2337
1639,2338
811,2339
570,2340
1514,2341
1149,2342
825,2343
1409,2344
544,2345
1583,2346
842,2347
2193,2348
1030,2349
1367,2350
1320,2351
216,2352
929,2353
1332,2354
1956,2355
981,2356
1086,2357
345,2358
531,2359
867,2360
304,2361
1537,2362
1483,2363
2347,2364
773,2365
1473,2366
965,2367
1695,2368
183,2369
367,2370
2128,2371
2074,2372
771,2373
988,2374
1623,2375
1477,2376
1721,2377
1406,2378
1769,2379
558,2380
1481,2381
492,2382
820,2383
339,2384
269,2385
1950,2386
1949,2387
1463,2388
2314,2389
483,2390
194,2391
226,2392
2221,2393
2334,2394
962,2395
394,2396
2215,2397
1694,2398
682,2399
1376,2400
1327,2401
393,2402
369,2403
1351,2404
562,2405
323,2406
313,2407
122,2408
1548,2409
751,2410
1855,2411
2321,2412
389,2413
2165,2414
2051,2415
1987,2416
790,2417
1312,2418
1144,2419
1982,2420
2149,2421
286,2422
570,2423
1893,2424
841,2425
833,2426
1976,2427
1196,2428
154,2429
356,2430
194,2431
1610,2432
1244,2433
1764,2434
1964,2435
1424,2436
1088,2437
312,2438
638,2439
250,2440
1294,2441
2226,2442
788,2443
1307,2444
1210,2445
1212,2446
1761,2447
521,2448
9,2449
1208,2450
642,2451
493,2452
1463,2453
663,2454
747,2455
1843,2456
1862,2457
189,2458
1104,2459
121,2460
1393,2461
32,2462
512,2463
2090,2464
391,2465
1597,2466
1443,2467
1925,2468
660,2469
1237,2470
559,2471
2004,2472
2408,2473
457,2474
982,2475
2171,2476
1658,2477
1764,2478
1780,2479
1478,2480
1730,2481
641,2482
765,2483
1824,2484
1301,2485
225,2486
576,2487
2286,2488
2305,2489
999,2490
830,2491
1424,2492
1349,2493
2013,2494
1126,2495
2361,2496
987,2497
1809,2498
864,2499
542,2500
1778,2501
2144,2502
1487,2503
292,2504
1742,2505
1207,2506
1049,2507
502,2508
2365,2509
839,2510
2483,2511
1915,2512
294,2513
1246,2514
1489,2515
317,2516
1537,2517
777,2518
154,2519
1471,2520
30,2521
1340,2522
2146,2523
2230,2524
1496,2525
688,2526
2291,2527
1937,2528
2246,2529
1085,2530
1979,2531
1699,2532
1267,2533
999,2534
664,2535
2191,2536
734,2537
325,2538
2286,2539
1806,2540
1877,2541
295,2542
1587,2543
835,2544
462,2545
2368,2546
288,2547
2447,2548
21,2549
511,2550
1424,2551
2272,2552
1938,2553
213,2554
740,2555
1571,2556
554,2557
173,2558
936,2559
623,2560
1643,2561
2522,2562
2003,2563
2558,2564
799,2565
1058,2566
1130,2567
2111,2568
2196,2569
2015,2570
1991,2571
744,2572
433,2573
1838,2574
1199,2575
2460,2576
649,2577
1889,2578
501,2579
1099,2580
577,2581
990,2582
2405,2583
924,2584
2056,2585
673,2586
956,2587
1548,2588
277,2589
1450,2590
722,2591
1913,2592
29,2593
1144,2594
622,2595
437,2596
640,2597
1697,2598
85,2599
2187,2600
239,2601
2101,2602
2082,2603
1886,2604
2418,2605
1666,2606
321,2607
258,2608
1482,2609
513,2610
1418,2611
1571,2612
484,2613
960,2614
2311,2615
2491,2616
652,2617
1584,2618
2288,2619
705,2620
2062,2621
198,2622
171,2623
1209,2624
1419,2625
496,2626
2515,2627
2275,2628
1688,2629
511,2630
1141,2631
1590,2632
2237,2633
1247,2634
697,2635
1274,2636
816,2637
997,2638
1794,2639
2012,2640
1007,2641
1952,2642
2548,2643
2332,2644
2047,2645
1650,2646
767,2647
2012,2648
915,2649
385,2650
2032,2651
185,2652
665,2653
336,2654
1178,2655
2646,2656
1087,2657
1875,2658
862,2659
2263,2660
1942,2661
2132,2662
438,2663
2564,2664
1552,2665
544,2666
1441,2667
764,2668
2127,2669
2372,2670
1878,2671
92,2672
374,2673
895,2674
496,2675
480,2676
2445,2677
1517,2678
1843,2679
1706,2680
992,2681
1115,2682
1897,2683
629,2684
1166,2685
214,2686
2335,2687
2611,2688
2119,2689
627,2690
1653,2691
97,2692
245,2693
19,2694
2216,2695
2208,2696
630,2697
140,2698
496,2699
1763,2700
95,2701
1760,2702
791,2703
592,2704
655,2705
1179,2706
1243,2707
1421,2708
2390,2709
1877,2710
1439,2711
2541,2712
42,2713
644,2714
749,2715
2551,2716
1914,2717
299,2718
1173,2719
1463,2720
764,2721
1205,2722
658,2723
1580,2724
2550,2725
176,2726
353,2727
69,2728
2244,2729
1959,2730
48,2731
2159,2732
886,2733
1609,2734
1744,2735
748,2736
1112,2737
452,2738
1507,2739
1229,2740
1406,2741
1613,2742
602,2743
1845,2744
345,2745
2340,2746
513,2747
685,2748
344,2749
962,2750
523,2751
1648,2752
1894,2753
1752,2754
149,2755
2673,2756
1351,2757
2700,2758
186,2759
1967,2760
2142,2761
319,2762
2049,2763
2420,2764
1229,2765
854,2766
2139,2767
233,2768
1741,2769
1872,2770
2639,2771
2531,2772
877,2773
2602,2774
784,2775
1536,2776
1000,2777
1946,2778
776,2779
182,2780
1266,2781
1770,2782
2507,2783
301,2784
1773,2785
2223,2786
2517,2787
1568,2788
284,2789
1383,2790
1211,2791
2559,2792
1515,2793
642,2794
635,2795
1765,2796
1070,2797
543,2798
2537,2799
256,2800
1396,2801
1026,2802
1331,2803
250,2804
476,2805
1460,2806
1734,2807
57,2808
1791,2809
504,2810
2606,2811
1601,2812
1564,2813
10,2814
2265,2815
769,2816
2407,2817
2105,2818
1640,2819
593,2820
722,2821
2694,2822
622,2823
277,2824
2548,2825
2784,2826
835,2827
1993,2828
1620,2829
2081,2830
320,2831
640,2832
2531,2833
974,2834
581,2835
2475,2836
2145,2837
45,2838
1884,2839
2515,2840
1476,2841
2494,2842
